State_Name,State_District_Name,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Total,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Rural,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Urban,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Total,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Rural,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Urban
Odisha,Jagatsinghapur,85.35,85.14,87.59,29.26,29.03,31.75,59.66,60.26,53.28,51.83,53,39.42,9.9,10.22,6.57,6.24,6.28,5.84,5.19,4.99,7.3,3.74,3.72,3.91,4.53,4.48,5.09,6.97,6.93,7.43,8.29,8.17,9.41,8.26,8.2,8.85
Odisha,Jajapur,76.15,76.05,NA,22.38,22.71,NA,76.21,75.95,NA,63.34,63.08,NA,19.61,19.82,NA,4.55,4.58,NA,3.88,3.84,NA,3.04,3.06,NA,3.66,3.67,NA,6.69,6.69,NA,10.5,10.49,NA,9.72,9.7,NA
Odisha,Jharsuguda,79.07,80.15,77.38,25.6,26.7,23.81,69.57,68.13,71.83,71.34,72.29,69.85,20.7,20.94,20.33,3.99,4.33,3.46,3.24,3.41,2.97,3.33,3.45,3.14,3.02,2.9,3.21,6.42,6.41,6.44,8.45,8.4,8.53,8.46,8.33,8.67
Odisha,Kalahandi,86.46,86.53,NA,40.72,41.82,NA,41.61,41.59,NA,51.58,51.71,NA,4.8,4.64,NA,1.46,1.61,NA,1.07,1.19,NA,4.75,4.77,NA,3.59,3.59,NA,7.34,7.33,NA,8.73,8.61,NA,8.45,8.42,NA
Odisha,Kandhamal,88.44,89.79,70.8,70.9,72.62,47,27.03,25.3,49.56,35.48,35.29,38.05,2.78,2.65,4.42,1.34,1.38,0.88,1.24,1.27,0.88,3.83,3.85,3.7,4.92,4.95,4.57,7.79,7.81,7.48,8.62,8.63,8.47,8.83,8.85,8.65
Odisha,Kendrapara,83.12,83.19,81.93,17.27,17.65,10.69,81.41,81.09,87.35,65.1,65.2,63.25,17.69,17.74,16.87,8.18,8.23,7.23,4.88,4.89,4.82,2.82,2.83,2.66,3.62,3.61,3.92,6.76,6.74,7.13,10.64,10.66,10.38,9.51,9.49,9.92
Odisha,Kendujhar,74.31,74.21,74.82,33.82,33.08,37.81,61.19,61.34,60.38,65.03,65.41,63.03,15.08,15,15.46,2.92,2.86,3.24,2.12,1.99,2.8,4.18,4.22,4,3.39,3.37,3.46,6.68,6.69,6.62,8.93,8.93,8.95,8.65,8.67,8.55
Odisha,Khordha,81.37,83.58,77.65,35,31.05,41.68,54.91,57.7,50.23,50.99,54.04,45.9,6.46,6.96,5.64,3.09,3.41,2.56,3.2,3.46,2.77,4.03,3.78,4.46,4.53,4.37,4.81,7.81,7.86,7.73,9.67,9.76,9.54,9.09,9.04,9.16
Odisha,Koraput,75.61,75.41,76.63,38.79,40.02,32.62,53.73,53.28,56.01,60.24,62.55,48.45,11.18,10.2,16.15,5.11,4.63,7.56,5.67,5.37,7.22,4.05,4.09,3.83,3.38,3.23,4.13,7.22,7.21,7.25,8.54,8.52,8.69,8.3,8.28,8.38
Odisha,Malkangiri,67.93,67.94,67.76,15.95,15.88,17.21,75.25,75.6,69.74,49.76,49.19,58.55,21.44,21.76,16.45,9.15,9.15,9.21,7.49,7.47,7.89,2.51,2.54,1.99,3.93,3.95,3.49,7.03,7.06,6.57,8.84,8.86,8.47,9.62,9.66,9.03
Odisha,Mayurbhanj,86.44,86.81,79.76,43.78,43.96,40.49,53.37,53.16,57.14,63.18,63.52,57.14,8.1,8.06,8.93,1.36,1.41,0.6,1.03,1.05,0.6,4.59,4.61,4.25,3.42,3.39,3.96,7.06,7.06,7.11,9.05,9.01,9.84,8.98,8.98,9.07
Odisha,Nabarangapur,79.81,80.16,NA,38.16,38.58,NA,50.99,50.71,NA,64.19,64.7,NA,10.22,10.29,NA,1.61,1.53,NA,2.07,2,NA,4.38,4.39,NA,2.58,2.55,NA,7.43,7.42,NA,9.35,9.33,NA,9.36,9.36,NA
Odisha,Nayagarh,79.44,79.61,NA,34.41,34.13,NA,57.52,57.55,NA,53.38,53.47,NA,7.42,7.47,NA,3.23,3.21,NA,2.8,2.82,NA,3.76,3.76,NA,4.46,4.45,NA,7.86,7.86,NA,9.97,9.98,NA,9.8,9.8,NA
Odisha,Nuapada,89.49,89.66,NA,50.53,50.93,NA,48.52,48.49,NA,33.5,33.46,NA,7.72,7.83,NA,1.07,1.12,NA,1.16,1.2,NA,3.99,3.98,NA,4.69,4.69,NA,7.44,7.44,NA,9.26,9.26,NA,9.66,9.66,NA
Odisha,Puri,85.36,85.71,83.22,37.21,35.06,50,53.77,55.67,42.11,47.01,48.02,40.79,7.34,7.03,9.21,2.63,1.98,6.58,3.23,2.96,4.93,4.33,4.29,4.63,4.93,4.89,5.22,7.67,7.61,8.03,10.09,10.11,9.95,8.89,8.75,9.71
Odisha,Rayagada,74.3,74.93,70.35,37.11,37.16,36.81,50.25,51.03,45.35,59.5,61.65,45.93,5.16,5.52,2.91,2.93,3.31,0.58,2.37,2.65,0.58,5,5.01,4.93,3.57,3.4,4.63,8.06,8.02,8.31,10.12,10.06,10.54,10.74,10.71,10.91
Odisha,Sambalpur,76.83,80.46,70.76,27.99,29.21,25.84,66.53,64.63,69.72,64.76,65.98,62.73,16.29,16.84,15.37,2.94,3.25,2.41,2.71,2.83,2.52,3.62,3.79,3.33,3.2,3.12,3.34,6.61,6.53,6.75,8.92,8.99,8.81,8.64,8.72,8.5
Odisha,Sonapur,92.08,91.71,97.37,27.55,27.57,27.2,62.15,62.36,59.21,69.06,68.82,72.37,16.61,17.47,4.61,7.08,7.54,0.66,7.25,7.63,1.97,3.47,3.46,3.67,2.84,2.83,3.06,6.79,6.75,7.29,7.71,7.67,8.21,7.75,7.7,8.36
Odisha,Sundargarh,76.51,77.84,73.21,30.98,30.78,31.47,58.34,58.02,59.12,57.11,59.59,50.94,15.45,16.1,13.84,3.34,3.83,2.14,3.01,3.25,2.39,4.15,4.18,4.07,3.95,3.77,4.39,6.64,6.62,6.71,8.14,8.07,8.3,8.26,8.24,8.29
Rajasthan,Ajmer,54.3,54.3,54.3,29.2,26.9,33.6,86.2,85.8,87,85.4,84.1,87.9,4.5,4.2,4.9,2.1,2.4,1.6,2.3,2.3,2.4,4.6,4.6,4.7,4.4,4.5,4.2,8.1,8.3,7.9,10.7,10.8,10.7,10.1,10.4,9.6
Rajasthan,Alwar,58,59.6,43.2,22.1,21.6,26.4,83.8,84.8,75,75.9,76.6,69.7,7.6,7.7,6.1,6.2,6,7.2,6.2,6.2,6.4,4.1,4.1,4.7,4.3,4.3,4.5,7.8,7.8,8.3,9.9,9.8,10.4,9.4,9.4,9.7
Rajasthan,Banswara,35.2,34.9,NA,36.4,35.9,NA,62.2,62.7,NA,54.9,55.5,NA,13.9,14,NA,5.6,5.4,NA,7.1,6.9,NA,4.3,4.3,NA,5.5,5.5,NA,8.3,8.3,NA,10,10.1,NA,9.9,9.9,NA
Rajasthan,Baran,53.4,53.4,53.4,41.8,39.8,53.7,53.8,55.7,41.9,38.2,39.2,32,10.2,11.3,3.1,7.2,7,8.7,3.8,3.7,4.7,5.5,5.4,6.2,6.2,6.2,6.2,8.9,8.8,9.3,10,10,10.1,10.6,10.5,11
Rajasthan,Barmer,62.1,61.7,67.8,30.4,30.4,30.7,70.3,71,61,48.8,48.7,49.6,8.5,8.4,8.9,5.4,4.9,11.4,4.7,4.1,14.4,4.9,4.9,5.1,6.4,6.4,6,8.9,8.9,8.7,10.6,10.6,10,10.9,10.9,10.2
Rajasthan,Bharatpur,49.6,50.6,45.1,8.6,8.3,10.2,92.6,92.7,92.1,79.3,78.7,82.3,9.2,8.2,13.3,3.6,3.1,6.2,3.8,3.1,7.4,3.5,3.5,3.2,4.5,4.6,4.2,7.7,7.8,7.1,10.4,10.5,9.8,9.7,9.9,8.9
Rajasthan,Bhilwara,48.3,47.4,52.9,43.3,43.5,42.2,53.9,54.3,52,45.9,46.9,40.8,9.6,9.3,11.2,5.7,5.2,8.1,5.6,4.8,9.4,5.1,5.1,5.2,6.1,6.1,6.1,8.7,8.7,8.7,9.8,9.7,10.2,9.9,9.8,10.2
Rajasthan,Bikaner,46.3,43.3,52.1,22.8,19.5,28.8,80.7,83.2,75.8,83.7,82.9,85.3,5.4,4.4,7.4,3.9,3.1,5.5,3.7,3,5,4.5,4.4,4.8,4,4.1,3.8,8.1,8.3,7.8,11,11,10.8,9.7,9.9,9.2
Rajasthan,Bundi,55.5,55.7,54.6,44.3,46.1,37.2,54,52.5,60,48.9,49.5,46.6,14.1,13.1,17.9,8.6,8.4,9.6,10.7,10.4,12,5.4,5.4,5.4,6,6,5.9,8.3,8.4,8.1,9.4,9.4,9.4,9.8,9.8,9.7
Rajasthan,Chittaurgarh,56.3,56.5,55.1,41.5,39.9,49.6,56.1,57.2,50.6,52.1,53.7,44.1,12.8,14.1,6.5,10.3,10.9,7.8,8.8,9.1,7.3,4.8,4.7,5.1,5.8,5.8,6.2,8.5,8.4,8.7,9.9,9.8,10.2,10.2,10.1,10.7
Rajasthan,Churu,68.8,68.2,70.5,28.1,28.7,26.5,78.4,78.4,78.4,82.3,78.7,92.4,5.3,5.6,4.5,2.4,2.7,1.5,2.6,3.1,1.1,4.8,4.8,5.1,4.5,4.8,3.7,8.5,8.6,8.2,11.1,11.1,10.9,10.5,10.5,10.5
Rajasthan,Dausa,68.4,68.4,68.8,13.1,12.9,15.4,89.5,89.6,87.9,91.2,91.2,91.5,4.8,4.3,9.9,2.8,2.5,6.4,2.6,2.5,4.3,4.1,4.2,3.9,3.9,4,3.6,8.2,8.2,7.6,10.6,10.6,10.1,10.6,10.7,10.3
Rajasthan,Dhaulpur,51.1,51.9,47.7,44,42.5,50.1,55.7,58,46.5,46.7,48.3,40.5,23.7,24.3,21.1,12.1,12.1,12.1,17.7,18,16.6,4.8,4.7,5.1,5.9,5.9,6,8,8,8.1,9.3,9.2,9.5,9.1,9,9.5
Rajasthan,Dungarpur,43.8,43.4,50.6,36.5,37,26.6,57.4,56.8,66.7,43.3,43.2,44.3,8.1,8.1,8.6,3.3,3.1,7.5,4.1,3.9,8,4.9,4.9,4.7,6.1,6.1,5.7,8.8,8.8,8.7,10.3,10.3,10,10.7,10.7,10.4
Rajasthan,Ganganagar,63.4,66.1,56.6,14.5,15.5,12.1,90,89.2,92,89,89.9,86.6,6.1,5.3,8.2,3.3,2.8,4.5,3.6,2.9,5.6,4.1,4.3,3.6,4.1,4.2,4,7.5,7.5,7.3,10,10,10,9,9,8.9
Rajasthan,Hanumangarh,68.7,71.3,60.3,14.5,15.1,12.6,85.1,84.7,86.6,86.6,86.6,86.6,4.8,4.6,5.3,1.9,2.1,1.4,1.5,1.7,1,4.6,4.6,4.6,4.6,4.7,4.1,8,8,7.9,10.8,10.8,11,9.8,9.8,9.9
Rajasthan,Jaipur,57,60.4,53.8,21.4,16.5,26,84.9,88.6,81.4,77.5,78.5,76.5,7.1,4.9,9.1,3.1,1.8,4.3,3.3,1.8,4.7,4.4,4.3,4.5,4.4,4.4,4.3,7.7,8,7.5,10.4,10.8,10.1,9.8,10.2,9.5
Rajasthan,Jaisalmer,38.8,36.6,51.6,28.8,26.8,41.4,74.1,74.2,73.7,81.7,81.2,84.7,7.8,7.9,6.8,4,4.4,1.6,4.1,4.4,2.1,4.7,4.7,5.2,4.9,4.9,4.7,8.3,8.3,8,10.5,10.6,10.5,10.5,10.6,10
Rajasthan,Jalor,45.8,46.1,41.6,33.7,33.7,33.7,60.9,60.6,64.7,52,51.9,52.6,12,12.3,8.9,3.2,3,5.3,4.4,4.3,5.8,5,5,4.7,6.1,6.1,6,8.7,8.6,8.9,10.1,10.1,10.7,10.2,10.2,11.1
Rajasthan,Jhalawar,66.6,66.6,66.2,46.9,45,59.3,50.8,53.2,35.8,45.1,46.5,36.1,13.9,15.2,5.4,11.7,12.4,7.7,8.5,8.5,8.7,5.4,5.3,6.1,5.9,5.9,6.1,8.7,8.6,9.3,9.7,9.6,10.5,10.3,10.2,11.1
Rajasthan,Jhunjhunun,68.6,67.6,72.2,10.8,10,13.7,87.8,88.5,85.1,84.2,85.9,78,5.3,6.1,2.4,3.2,3.8,1.1,3.2,3.7,1.3,4.2,4.1,4.5,4.6,4.5,5,8.1,8,8.3,10.5,10.4,10.8,9.9,9.8,10.3
Rajasthan,Jodhpur,48.6,46.9,51.9,28.1,26.1,31.9,81,83.1,76.8,70.8,72.4,67.6,5.8,5.5,6.5,3.1,2.3,4.6,2.8,1.9,4.6,4.6,4.6,4.8,5.5,5.6,5.4,8.5,8.5,8.4,10.8,10.9,10.7,10.5,10.6,10.5
Rajasthan,Karauli,53.1,50.9,64.4,45.5,45.6,45.5,44.4,43.5,49.1,36.5,34.8,44.7,8.7,8.7,8.8,7.7,7.5,8.8,8.9,8.8,9.3,5.1,5.1,5,6.3,6.4,6,8.6,8.7,8.3,9.8,9.8,9.8,9.8,9.9,9.5
Rajasthan,Kota,52.1,50.5,53.4,49.1,51,47.6,47.7,48.5,47,47.9,44.1,51.2,10.6,12.2,9.1,7.2,6.9,7.5,6.8,4.4,9,5.7,5.7,5.8,5.9,6.2,5.6,8.6,8.4,8.7,9.4,9.4,9.4,9.8,9.8,9.8
Rajasthan,Nagaur,76.6,76.8,75.8,27.1,29.5,15.5,81.9,81.1,85.9,70.4,70.1,72.2,4,4,4,2,2.3,0.4,2.2,2.5,0.9,5,5,4.9,5.6,5.6,5.6,8.7,8.7,8.7,11.1,11,11.3,10.4,10.4,10.3
Rajasthan,Pali,55.6,55.5,56,50.1,49.1,53.9,44.7,44.8,44.4,42.2,42.9,39.2,9.4,9,11.2,5.5,4.2,10.5,5.5,4.6,9.2,5.7,5.7,5.6,6.2,6.1,6.2,8.7,8.7,8.6,9.7,9.7,9.6,10.1,10.1,9.9
Rajasthan,Rajsamand,46.6,47.1,42.7,36.9,38.5,24.2,58.6,57.7,65.3,49.9,48.5,61.3,12.9,12.6,15.6,6.2,5.5,11.6,4.5,3.6,11.1,5.1,5.2,4.6,5.9,6,5.2,8.6,8.7,8.1,10.1,10.2,9.2,10.7,10.8,9.9
Rajasthan,Sawai Madhopur,52.7,53.6,49.3,63.7,64.3,61.4,34.3,33.2,38.4,30.9,30.2,33.5,13.3,13.8,11.3,11.1,11.1,10.9,11.1,11.4,9.9,5.9,6,5.6,6.8,6.9,6.7,8.4,8.4,8.3,9.3,9.3,9.4,9.3,9.3,9.6
Rajasthan,Sikar,45.6,46.3,43.5,20.3,19.9,21.8,86.7,86.5,87.3,79.7,79.2,81.4,9.1,9.4,8.2,6,6.5,4.2,6.1,6.4,5.2,4.3,4.3,4.4,4.8,4.8,4.6,7.9,8,7.8,10.1,10,10.4,9.7,9.6,10
Rajasthan,Sirohi,39.9,39.5,43.7,42.6,40.8,56.6,50.2,52.1,35,46.1,47.3,36.4,12,11.9,12.6,5.7,5.7,6.3,5.7,5.5,7.3,5.2,5.1,5.5,6,6,6.4,8.6,8.6,8.3,9.8,9.9,9.6,10.2,10.2,10
Rajasthan,Tonk,55.4,55.4,55.6,39.2,40.7,34.9,57.2,56.9,58.2,55.6,56.6,52.4,18.3,17.7,20.3,15.2,13.5,20.7,19.6,16.1,30.5,4.9,4.8,5.5,5.5,5.4,5.8,8.4,8.3,8.6,9.2,9.2,9.4,9.1,9.1,9.1
Rajasthan,Udaipur,44.3,41.6,56.9,37.9,36.7,43.3,60.2,61.7,53,44.6,45,43.1,10.5,9,17.1,6.9,6.4,9.3,9.6,9.3,11,5.3,5.3,5.6,6.2,6.2,6.2,8.6,8.6,8.2,9.8,9.8,9.4,10,10,9.7
Uttar Pradesh,Agra,35.82,32.36,39.55,9.04,5.62,12.56,69.9,73.36,66.18,77.67,77.55,77.81,8.48,8.42,8.55,4.85,4.65,5.06,4.11,4.27,3.93,1.52,1.28,1.78,2.54,2.56,2.52,7.64,7.67,7.61,10.32,10.37,10.27,10.31,10.41,10.19
Uttar Pradesh,Aligarh,29.53,25.85,39.07,10.3,7.98,15.77,79.1,81.53,72.81,70.93,73.68,63.8,8.19,8.19,8.2,7.24,7.72,6.01,6.27,6.79,4.92,2.06,1.85,2.59,2.96,2.74,3.52,7.71,7.73,7.65,10.4,10.51,10.13,10.55,10.62,10.35
Uttar Pradesh,Allahabad,34.75,35.42,30.52,14.15,14.8,9.85,63.36,62.79,66.9,58.21,58.69,55.16,14.75,13.5,22.54,6.63,5.74,12.21,11.39,10.4,17.61,2.27,2.35,1.78,2.79,2.79,2.82,6.02,6.13,5.33,9.85,10,8.92,6.37,6.48,5.72
Uttar Pradesh,Ambedkar Nagar,36.83,37.37,NA,15.46,14.95,NA,59.47,60.62,NA,53.9,53.96,NA,15.02,15.38,NA,7.6,7.97,NA,12.91,13.28,NA,2.66,2.65,NA,3.23,3.25,NA,6.48,6.47,NA,10.38,10.26,NA,6.71,6.7,NA
Uttar Pradesh,Auraiya,51.7,50.08,60.53,21.73,22.59,17.22,78.1,77.68,80.43,68.12,68.54,65.79,17.48,17.25,18.76,12.96,12.23,16.93,11.59,10.93,15.22,2.13,2.17,1.91,3.29,3.27,3.36,7.5,7.56,7.16,9.41,9.55,8.67,9.94,10.09,9.16
Uttar Pradesh,Azamgarh,27.93,28.54,20.18,19.85,20.07,16.81,64.25,63.68,71.51,56.14,55.73,61.42,15.08,14.5,22.55,7.82,7.27,14.84,14.06,13.7,18.69,2.86,2.9,2.31,3.54,3.58,3.02,6.29,6.34,5.57,9.58,9.68,8.44,6.5,6.55,5.97
Uttar Pradesh,Baghpat,40.2,40.19,40.23,22.37,22.38,22.35,69.25,69.02,70.11,55.14,54.04,59.2,9.06,8.36,11.64,7.47,7.24,8.33,6.86,6.89,6.75,2.85,2.88,2.73,4.16,4.2,3.99,7.83,7.88,7.63,9.72,9.76,9.58,10.49,10.55,10.26
Uttar Pradesh,Bahraich,43.53,42.96,57.44,24.03,23.76,30.16,81.59,81.75,77.68,77.03,77.31,70.24,13.71,13.79,11.9,10.25,10.37,7.14,6.6,6.59,6.85,1.71,1.69,2.06,2.4,2.39,2.81,7.28,7.28,7.12,9.51,9.51,9.56,9.75,9.75,9.9
Uttar Pradesh,Ballia,29.46,28.68,38.16,19.75,19.26,25,60.56,60.96,56.18,52.12,52.07,52.65,15.14,15.71,8.83,8.14,8.3,6.36,13.14,13.68,7.07,2.61,2.58,2.91,3.39,3.38,3.51,6.05,6.02,6.44,9.82,9.79,10.08,6.32,6.28,6.79
Uttar Pradesh,Balrampur,20.09,20.27,NA,10.77,10.89,NA,68.52,68,NA,59.06,58.33,NA,23.24,22.46,NA,5.88,5.92,NA,21.11,20.26,NA,2.51,2.52,NA,3.45,3.49,NA,5.95,5.97,NA,9.61,9.61,NA,6.16,6.19,NA
Uttar Pradesh,Banda,76.04,75.39,79.84,22.66,22.29,24.88,70.5,70.29,71.71,56.62,58.34,46.51,19.18,20.66,10.47,10.09,10.95,5.04,9.16,9.6,6.59,2.68,2.76,2.22,4.1,4.03,4.51,6.9,6.85,7.17,8.43,8.42,8.49,9.09,9.05,9.29
Uttar Pradesh,Barabanki,68.83,67.58,86,40.69,39.47,58.23,59.78,60.56,49,60.02,60.71,50.5,8.44,8.87,2.5,3.04,3.15,1.5,2.55,2.69,0.5,3.33,3.34,3.24,4.18,4.21,3.76,7.97,7.96,8.06,10.46,10.51,9.77,11.24,11.3,10.53
Uttar Pradesh,Bareilly,31.25,30.77,32.4,15.07,15.87,13.01,78.12,77.06,80.69,70.73,69.39,73.98,6.4,6.15,7.02,6.68,5.91,8.54,6.63,5.91,8.38,2.61,2.7,2.4,3.23,3.36,2.93,7.8,7.83,7.75,10.38,10.47,10.16,10.85,10.92,10.68
Uttar Pradesh,Basti,27.34,27.76,NA,18.47,18.25,NA,64.49,64.46,NA,59.07,59.12,NA,16.7,16.83,NA,8.91,9.14,NA,15.51,15.67,NA,2.66,2.64,NA,3.01,2.98,NA,6.25,6.24,NA,9.85,9.82,NA,6.42,6.42,NA
Uttar Pradesh,Bijnor,26.02,26.5,24.23,15.85,15.25,18,76.75,77.36,74.5,61.77,62.24,60.04,5.51,4.94,7.59,5.91,5.25,8.32,4.56,4.52,4.7,2.75,2.79,2.57,3.63,3.6,3.72,8.32,8.35,8.21,10.34,10.35,10.3,10.89,10.94,10.73
Uttar Pradesh,Budaun,22.38,22.93,19.68,9.14,9.88,5.44,84.04,83.42,87.08,78.02,77.12,82.5,7.18,7.71,4.57,7.38,7.07,8.95,6.71,6.42,8.15,2.27,2.33,1.97,2.73,2.79,2.44,7.9,7.89,7.91,10.13,10.13,10.1,10.83,10.84,10.77
Uttar Pradesh,Bulandshahar,29.59,30.93,26.66,13.49,13.09,14.42,73.19,70.76,78.49,72.46,70.42,76.89,11.45,11.08,12.24,5.06,4.44,6.41,4.78,4.13,6.18,2.63,2.72,2.44,3.48,3.6,3.21,7.46,7.49,7.4,9.46,9.49,9.39,9.92,10.01,9.72
Uttar Pradesh,Chandauli,27.39,27.11,30.5,27.36,27.2,29.26,61.68,61.81,60.21,63.66,63.45,66.05,18.01,17.46,24.14,4.83,4.85,4.51,16.04,15.55,21.49,2.78,2.76,2.91,3.26,3.24,3.43,6.12,6.14,5.93,8.95,8.98,8.62,6.32,6.35,6.04
Uttar Pradesh,Chitrakoot,65.51,64.71,77.22,19.75,20.02,15.87,77.54,77.38,79.92,63.51,63.6,62.16,12.63,12.91,8.49,7.8,7.89,6.56,7.3,7.38,6.18,2.58,2.6,2.24,3.64,3.65,3.41,7.16,7.14,7.47,8.98,8.98,9,9.4,9.38,9.69
Uttar Pradesh,Deoria,39.28,39.44,37.87,20.91,20.64,23.16,60.49,59.96,65.53,51.04,50.54,55.74,12.81,12.68,14.04,8.17,8.45,5.53,12,12.05,11.49,2.75,2.76,2.7,3.41,3.42,3.31,6.24,6.24,6.26,10.16,10.13,10.47,6.57,6.54,6.92
Uttar Pradesh,Etah,32.44,29.88,51.16,13.76,11.93,24.58,79.67,81.89,63.46,76.38,78.66,59.8,6.59,6.4,7.97,4.55,4.76,2.99,4.46,4.67,2.99,2.24,2.11,3.24,2.73,2.59,3.8,7.73,7.73,7.69,9.81,9.86,9.43,10.21,10.22,10.14
Uttar Pradesh,Etawah,59.31,57.87,65.68,24.77,24.19,27.29,69.94,70.53,67.31,65.68,67.22,58.84,17.51,18.58,12.78,9.35,9.75,7.58,8.18,8.66,6.09,2.66,2.7,2.49,4.1,4.1,4.1,7.15,7.06,7.57,9.08,9.05,9.2,9.83,9.79,9.99
Uttar Pradesh,Faizabad,46.53,45.94,52.26,16.44,16.93,11.89,64.74,64.54,66.67,53.95,53.37,59.67,13.21,12.29,22.22,7.71,7.16,13.17,11.7,10.59,22.63,2.7,2.75,2.18,3.45,3.5,2.94,6.31,6.38,5.64,9.89,10.03,8.45,6.47,6.58,5.43
Uttar Pradesh,Farrukhabad,43.56,40.6,55.59,20.16,17.23,31.33,74.79,78.01,61.73,68.07,70.46,58.38,19.04,19.26,18.16,12.61,13.31,9.78,11.11,11.85,8.1,2.33,2.17,3.03,3.11,3,3.58,7.36,7.41,7.14,9.52,9.58,9.27,9.79,9.83,9.64
Uttar Pradesh,Fatehpur,51.44,50.14,63.7,21.59,19.76,37.81,76.77,77.92,65.93,69.33,70.98,53.7,15.93,16.95,6.3,12.11,12.76,5.93,12.19,12.97,4.81,2.1,2.06,2.61,3.15,3.05,4.09,7.3,7.25,7.75,9.4,9.37,9.71,9.83,9.79,10.15
Uttar Pradesh,Firozabad,31.74,30.16,37.94,9.4,9.17,10.17,78.77,80.1,73.6,71.13,71.94,67.98,12.07,11.55,14.11,3.18,3.22,3.03,3.14,3.33,2.43,2.02,1.93,2.38,2.89,2.81,3.21,7.01,7.01,6.98,9.55,9.53,9.64,9.92,9.85,10.19
Uttar Pradesh,Gautam Buddha Nagar,34.1,31.97,39.6,19.24,18.35,21.49,68.49,70.74,62.66,53.42,55.34,48.46,11.34,12.54,8.23,9.18,10.25,6.42,8.08,8.87,6.06,3.16,3.04,3.45,4.4,4.3,4.68,7.37,7.28,7.6,9.33,9.28,9.45,9.51,9.43,9.73
Uttar Pradesh,Ghaziabad,33.46,31,35.29,16.4,17.75,15.36,74.88,73.72,75.74,70.55,68.03,72.43,8.96,7.83,9.8,6.63,5,7.84,5.88,4.49,6.92,2.72,2.82,2.65,3.39,3.59,3.24,7.69,7.86,7.56,10.47,10.45,10.48,10.66,10.81,10.55
